date,average_price
2017-12-24,1.55
2017-12-24,1.3
2017-12-24,1.4
2017-12-24,1.38
2017-12-24,1.87
2017-12-24,1.24
2017-12-24,1.89
2017-12-24,1.1
2017-12-24,1.8
2017-12-24,1.18
2017-12-24,1.58
2017-12-24,1.45
2017-12-24,1.59
2017-12-24,1.26
2017-12-24,1.67
2017-12-24,1.04
2017-12-24,1.56
2017-12-24,1.14
2017-12-24,1.45
2017-12-24,1.34
2017-12-24,1.85
2017-12-24,1.37
2017-12-24,1.67
2017-12-24,1.36
2017-12-24,1.76
2017-12-24,1.39
2017-12-24,1.79
2017-12-24,1.34
2017-12-24,1.6
2017-12-24,0.75
2017-12-24,1.61
2017-12-24,1.29
2017-12-24,1.37
2017-12-24,1.26
2017-12-24,1.73
2017-12-24,1.33
2017-12-24,1.44
2017-12-24,1.27
2017-12-24,2.12
2017-12-24,1.19
2017-12-24,1.41
2017-12-24,1.09
2017-12-24,1.54
2017-12-24,1.14
2017-12-24,1.68
2017-12-24,1.17
2017-12-24,1.82
2017-12-24,1.15
2017-12-24,2.01
2017-12-24,1.46
2017-12-24,1.75
2017-12-24,1.22
2017-12-24,1.48
2017-12-24,1.0
2017-12-24,1.47
2017-12-24,1.31
2017-12-24,1.57
2017-12-24,1.32
2017-12-24,1.77
2017-12-24,1.38
2017-12-24,1.67
2017-12-24,1.31
2017-12-24,1.21
2017-12-24,1.4
2017-12-24,1.64
2017-12-24,1.18
2017-12-24,1.64
2017-12-24,1.1
2017-12-24,1.66
2017-12-24,0.93
2017-12-24,1.85
2017-12-31,1.47
2017-12-31,1.46
2017-12-31,0.95
2017-12-31,1.28
2017-12-31,1.15
2017-12-31,1.53
2017-12-31,1.13
2017-12-31,1.72
2017-12-31,1.4
2017-12-31,1.86
2017-12-31,1.27
2017-12-31,1.15
2017-12-31,0.93
2017-12-31,1.71
2017-12-31,0.93
2017-12-31,1.71
2017-12-31,0.93
2017-12-31,1.79
2017-12-31,0.86
2017-12-31,1.36
2017-12-31,0.8
2017-12-31,1.14
2017-12-31,0.9
2017-12-31,1.48
2017-12-31,0.94
2017-12-31,1.48
2017-12-31,0.84
2017-12-31,1.05
2017-12-31,1.09
2017-12-31,1.28
2017-12-31,0.92
2017-12-31,1.29
2017-12-31,1.37
2017-12-31,1.45
2017-12-31,1.42
2017-12-31,1.9
2017-12-31,0.78
2017-12-31,1.36
2017-12-31,0.96
2017-12-31,1.45
2017-12-31,1.12
2017-12-31,1.65
2017-12-31,1.04
2017-12-31,1.55
2017-12-31,0.88
2017-12-31,1.74
2017-12-31,0.87
2017-12-31,1.16
2017-12-31,1.17
2017-12-31,1.48
2017-12-31,0.96
2017-12-31,1.6
2017-12-31,0.81
2017-12-31,1.52
2017-12-31,1.06
2017-12-31,1.44
2017-12-31,1.33
2017-12-31,1.83
2017-12-31,1.31
2017-12-31,1.66
2017-12-31,1.13
2017-12-31,1.76
2017-12-31,1.16
2017-12-31,1.82
2017-12-31,1.35
2017-12-31,1.6
2017-12-31,0.75
2017-12-31,1.71
2017-12-31,1.01
2017-12-31,1.4
2017-12-31,1.02
2017-12-31,1.63
2017-12-31,0.89
2017-12-31,1.51
2017-12-31,0.92
2017-12-31,2.06
2017-12-31,0.83
2017-12-31,1.39
2017-12-31,0.81
2017-12-31,1.5
2017-12-31,1.03
2017-12-31,1.61
2017-12-31,0.98
2017-12-31,2.0
2017-12-31,0.92
2017-12-31,1.52
2017-12-31,1.1
2017-12-31,1.24
2017-12-31,0.99
2017-12-31,1.36
2017-12-31,0.85
2017-12-31,1.41
2017-12-31,1.08
2017-12-31,1.4
2017-12-31,0.94
2017-12-31,1.82
2017-12-31,1.14
2017-12-31,1.54
2017-12-31,1.39
2017-12-31,1.2
2017-12-31,1.16
2017-12-31,1.59
2017-12-31,0.98
2017-12-31,1.52
2017-12-31,0.94
2017-12-31,1.48
2017-12-31,0.89
2017-12-31,1.62
2018-01-01,1.47
2018-01-01,1.46
2018-01-01,0.95
2018-01-01,1.28
2018-01-01,1.15
2018-01-01,1.53
2018-01-01,1.13
2018-01-01,1.72
2018-01-01,1.4
2018-01-01,1.86
2018-01-01,1.27
2018-01-01,1.15
2018-01-01,0.93
2018-01-01,1.71
2018-01-01,0.93
2018-01-01,1.71
2018-01-01,0.93
2018-01-01,1.79
2018-01-01,0.86
2018-01-01,1.36
2018-01-01,0.8
2018-01-01,1.14
2018-01-01,0.9
2018-01-01,1.48
2018-01-01,0.94
2018-01-01,1.48
2018-01-01,0.84
2018-01-01,1.05
2018-01-01,1.09
2018-01-01,1.28
2018-01-01,0.92
2018-01-01,1.29
2018-01-01,1.37
2018-01-01,1.45
2018-01-01,1.42
2018-01-01,1.9
2018-01-01,0.78
2018-01-01,1.36
2018-01-01,0.96
2018-01-01,1.45
2018-01-01,1.12
2018-01-01,1.65
2018-01-01,1.04
2018-01-01,1.55
2018-01-01,0.88
2018-01-01,1.74
2018-01-01,0.87
2018-01-01,1.16
2018-01-01,1.17
2018-01-01,1.48
2018-01-01,0.96
2018-01-01,1.6
2018-01-01,0.81
2018-01-01,1.52
2018-01-01,1.06
2018-01-01,1.44
2018-01-01,1.33
2018-01-01,1.83
2018-01-01,1.31
2018-01-01,1.66
2018-01-01,1.13
2018-01-01,1.76
2018-01-01,1.16
2018-01-01,1.82
2018-01-01,1.35
2018-01-01,1.6
2018-01-01,0.75
2018-01-01,1.71
2018-01-01,1.01
2018-01-01,1.4
2018-01-01,1.02
2018-01-01,1.63
2018-01-01,0.89
2018-01-01,1.51
2018-01-01,0.92
2018-01-01,2.06
2018-01-01,0.83
2018-01-01,1.39
2018-01-01,0.81
2018-01-01,1.5
2018-01-01,1.03
2018-01-01,1.61
2018-01-01,0.98
2018-01-01,2.0
2018-01-01,0.92
2018-01-01,1.52
2018-01-01,1.1
2018-01-01,1.24
2018-01-01,0.99
2018-01-01,1.36
2018-01-01,0.85
2018-01-01,1.41
2018-01-01,1.08
2018-01-01,1.4
2018-01-01,0.94
2018-01-01,1.82
2018-01-01,1.14
2018-01-01,1.54
2018-01-01,1.39
2018-01-01,1.2
2018-01-01,1.16
2018-01-01,1.59
2018-01-01,0.98
2018-01-01,1.52
2018-01-01,0.94
2018-01-01,1.48
2018-01-01,0.89
2018-01-01,1.62
2018-01-07,1.13
2018-01-07,1.54
2018-01-07,0.98
2018-01-07,1.53
2018-01-07,1.5
2018-01-07,1.15
2018-01-07,1.3
2018-01-07,1.77
2018-01-07,1.28
2018-01-07,1.91
2018-01-07,1.28
2018-01-07,1.17
2018-01-07,1.19
2018-01-07,1.95
2018-01-07,1.36
2018-01-07,1.08
2018-01-07,1.5
2018-01-07,1.83
2018-01-07,0.91
2018-01-07,1.71
2018-01-07,0.84
2018-01-07,1.15
2018-01-07,0.92
2018-01-07,1.45
2018-01-07,1.01
2018-01-07,1.38
2018-01-07,0.92
2018-01-07,1.22
2018-01-07,1.35
2018-01-07,1.25
2018-01-07,1.11
2018-01-07,1.4
2018-01-07,1.33
2018-01-07,1.51
2018-01-07,1.52
2018-01-07,2.03
2018-01-07,0.8
2018-01-07,1.38
2018-01-07,0.95
2018-01-07,1.46
2018-01-07,1.2
2018-01-07,1.43
2018-01-07,1.05
2018-01-07,1.73
2018-01-07,1.04
2018-01-07,1.8
2018-01-07,1.0
2018-01-07,1.38
2018-01-07,1.22
2018-01-07,1.47
2018-01-07,1.2
2018-01-07,1.22
2018-01-07,0.85
2018-01-07,1.57
2018-01-07,1.15
2018-01-07,1.43
2018-01-07,1.67
2018-01-07,1.97
2018-01-07,1.43
2018-01-07,1.75
2018-01-07,1.17
2018-01-07,1.75
2018-01-07,1.19
2018-01-07,1.56
2018-01-07,1.56
2018-01-07,1.69
2018-01-07,0.89
2018-01-07,1.76
2018-01-07,1.3
2018-01-07,1.38
2018-01-07,1.17
2018-01-07,1.72
2018-01-07,1.22
2018-01-07,1.59
2018-01-07,1.3
2018-01-07,1.02
2018-01-07,1.03
2018-01-07,1.18
2018-01-07,0.93
2018-01-07,1.48
2018-01-07,1.35
2018-01-07,2.18
2018-01-07,1.18
2018-01-07,2.06
2018-01-07,1.46
2018-01-07,2.3
2018-01-07,1.43
2018-01-07,1.26
2018-01-07,1.19
2018-01-07,1.26
2018-01-07,0.9
2018-01-07,1.41
2018-01-07,1.14
2018-01-07,1.4
2018-01-07,1.18
2018-01-07,1.74
2018-01-07,1.34
2018-01-07,1.49
2018-01-07,1.21
2018-01-07,1.25
2018-01-07,1.2
2018-01-07,1.51
2018-01-07,1.13
2018-01-07,1.51
2018-01-07,1.08
2018-01-07,1.48
2018-01-07,0.88
2018-01-07,1.62
2018-01-14,1.42
2018-01-14,1.47
2018-01-14,1.1
2018-01-14,1.56
2018-01-14,1.49
2018-01-14,1.39
2018-01-14,1.15
2018-01-14,1.81
2018-01-14,1.49
2018-01-14,1.73
2018-01-14,1.32
2018-01-14,1.19
2018-01-14,1.27
2018-01-14,1.61
2018-01-14,1.38
2018-01-14,1.45
2018-01-14,1.64
2018-01-14,1.79
2018-01-14,1.15
2018-01-14,1.71
2018-01-14,1.07
2018-01-14,1.3
2018-01-14,0.93
2018-01-14,1.54
2018-01-14,1.1
2018-01-14,1.53
2018-01-14,1.18
2018-01-14,1.32
2018-01-14,1.63
2018-01-14,1.32
2018-01-14,1.31
2018-01-14,1.45
2018-01-14,1.25
2018-01-14,1.45
2018-01-14,1.53
2018-01-14,2.02
2018-01-14,0.95
2018-01-14,1.49
2018-01-14,1.2
2018-01-14,1.46
2018-01-14,1.41
2018-01-14,1.57
2018-01-14,1.16
2018-01-14,1.98
2018-01-14,1.28
2018-01-14,1.68
2018-01-14,1.15
2018-01-14,1.54
2018-01-14,1.46
2018-01-14,1.44
2018-01-14,1.28
2018-01-14,1.48
2018-01-14,1.04
2018-01-14,1.58
2018-01-14,1.15
2018-01-14,1.42
2018-01-14,1.67
2018-01-14,1.91
2018-01-14,1.49
2018-01-14,1.67
2018-01-14,1.42
2018-01-14,1.46
2018-01-14,1.4
2018-01-14,1.55
2018-01-14,1.5
2018-01-14,1.63
2018-01-14,0.81
2018-01-14,1.77
2018-01-14,1.3
2018-01-14,1.39
2018-01-14,1.25
2018-01-14,1.73
2018-01-14,1.06
2018-01-14,1.82
2018-01-14,1.29
2018-01-14,1.53
2018-01-14,1.19
2018-01-14,1.33
2018-01-14,1.09
2018-01-14,1.55
2018-01-14,1.31
2018-01-14,1.6
2018-01-14,1.41
2018-01-14,1.81
2018-01-14,1.21
2018-01-14,1.32
2018-01-14,1.26
2018-01-14,2.03
2018-01-14,1.24
2018-01-14,1.31
2018-01-14,0.96
2018-01-14,1.5
2018-01-14,1.31
2018-01-14,1.42
2018-01-14,1.2
2018-01-14,1.85
2018-01-14,1.36
2018-01-14,1.97
2018-01-14,1.31
2018-01-14,1.25
2018-01-14,1.41
2018-01-14,1.53
2018-01-14,1.2
2018-01-14,1.59
2018-01-14,1.05
2018-01-14,1.82
2018-01-14,0.9
2018-01-14,1.93
2018-01-21,1.69
2018-01-21,1.54
2018-01-21,1.1
2018-01-21,1.64
2018-01-21,1.18
2018-01-21,1.66
2018-01-21,1.25
2018-01-21,1.81
2018-01-21,1.12
2018-01-21,1.82
2018-01-21,1.29
2018-01-21,1.23
2018-01-21,1.12
2018-01-21,1.69
2018-01-21,1.11
2018-01-21,1.62
2018-01-21,1.42
2018-01-21,1.82
2018-01-21,0.89
2018-01-21,1.6
2018-01-21,0.99
2018-01-21,1.5
2018-01-21,0.85
2018-01-21,1.5
2018-01-21,1.16
2018-01-21,1.55
2018-01-21,0.96
2018-01-21,1.41
2018-01-21,1.01
2018-01-21,1.31
2018-01-21,1.08
2018-01-21,1.41
2018-01-21,1.14
2018-01-21,1.59
2018-01-21,1.18
2018-01-21,2.12
2018-01-21,0.78
2018-01-21,1.41
2018-01-21,1.03
2018-01-21,1.48
2018-01-21,1.14
2018-01-21,1.77
2018-01-21,1.05
2018-01-21,1.91
2018-01-21,1.15
2018-01-21,1.75
2018-01-21,1.07
2018-01-21,1.6
2018-01-21,1.19
2018-01-21,1.46
2018-01-21,1.13
2018-01-21,1.68
2018-01-21,1.0
2018-01-21,1.68
2018-01-21,1.04
2018-01-21,1.42
2018-01-21,1.27
2018-01-21,1.91
2018-01-21,1.25
2018-01-21,1.75
2018-01-21,1.33
2018-01-21,1.59
2018-01-21,1.16
2018-01-21,1.53
2018-01-21,1.32
2018-01-21,1.73
2018-01-21,0.78
2018-01-21,1.78
2018-01-21,1.01
2018-01-21,1.47
2018-01-21,1.18
2018-01-21,1.69
2018-01-21,1.17
2018-01-21,1.8
2018-01-21,1.12
2018-01-21,1.86
2018-01-21,1.12
2018-01-21,1.58
2018-01-21,1.11
2018-01-21,1.67
2018-01-21,1.15
2018-01-21,1.62
2018-01-21,1.26
2018-01-21,1.95
2018-01-21,1.01
2018-01-21,1.36
2018-01-21,1.31
2018-01-21,2.02
2018-01-21,1.1
2018-01-21,1.4
2018-01-21,0.86
2018-01-21,1.44
2018-01-21,1.14
2018-01-21,1.48
2018-01-21,1.07
2018-01-21,1.76
2018-01-21,1.05
2018-01-21,1.77
2018-01-21,1.45
2018-01-21,1.27
2018-01-21,1.17
2018-01-21,1.52
2018-01-21,1.08
2018-01-21,1.63
2018-01-21,1.04
2018-01-21,1.83
2018-01-21,0.84
2018-01-21,1.87
2018-01-28,1.57
2018-01-28,1.32
2018-01-28,1.08
2018-01-28,1.67
2018-01-28,1.12
2018-01-28,1.55
2018-01-28,1.12
2018-01-28,1.78
2018-01-28,1.22
2018-01-28,1.72
2018-01-28,1.27
2018-01-28,1.17
2018-01-28,1.16
2018-01-28,1.87
2018-01-28,1.37
2018-01-28,1.76
2018-01-28,1.36
2018-01-28,1.72
2018-01-28,0.92
2018-01-28,1.51
2018-01-28,1.03
2018-01-28,1.43
2018-01-28,0.82
2018-01-28,1.45
2018-01-28,1.15
2018-01-28,1.51
2018-01-28,1.14
2018-01-28,1.29
2018-01-28,1.55
2018-01-28,1.26
2018-01-28,1.18
2018-01-28,1.42
2018-01-28,1.15
2018-01-28,1.49
2018-01-28,1.18
2018-01-28,1.9
2018-01-28,0.71
2018-01-28,1.45
2018-01-28,0.92
2018-01-28,1.4
2018-01-28,1.33
2018-01-28,2.01
2018-01-28,1.04
2018-01-28,1.78
2018-01-28,1.08
2018-01-28,1.73
2018-01-28,1.18
2018-01-28,1.48
2018-01-28,1.4
2018-01-28,1.43
2018-01-28,1.19
2018-01-28,1.62
2018-01-28,1.08
2018-01-28,1.63
2018-01-28,1.08
2018-01-28,1.43
2018-01-28,1.2
2018-01-28,1.75
2018-01-28,1.23
2018-01-28,1.56
2018-01-28,1.44
2018-01-28,1.29
2018-01-28,1.35
2018-01-28,1.67
2018-01-28,1.23
2018-01-28,1.61
2018-01-28,0.68
2018-01-28,1.69
2018-01-28,1.23
2018-01-28,1.38
2018-01-28,0.99
2018-01-28,1.64
2018-01-28,1.34
2018-01-28,1.8
2018-01-28,1.34
2018-01-28,1.9
2018-01-28,1.21
2018-01-28,1.44
2018-01-28,1.14
2018-01-28,1.63
2018-01-28,1.32
2018-01-28,1.99
2018-01-28,1.07
2018-01-28,1.91
2018-01-28,1.38
2018-01-28,2.27
2018-01-28,1.34
2018-01-28,1.99
2018-01-28,1.22
2018-01-28,1.46
2018-01-28,0.82
2018-01-28,1.42
2018-01-28,1.27
2018-01-28,1.55
2018-01-28,1.16
2018-01-28,1.7
2018-01-28,1.24
2018-01-28,1.76
2018-01-28,1.34
2018-01-28,1.19
2018-01-28,1.36
2018-01-28,1.61
2018-01-28,1.09
2018-01-28,1.61
2018-01-28,1.01
2018-01-28,1.8
2018-01-28,0.85
2018-01-28,1.71
2018-02-04,1.03
2018-02-04,1.52
2018-02-04,0.86
2018-02-04,1.62
2018-02-04,1.12
2018-02-04,1.59
2018-02-04,1.07
2018-02-04,1.8
2018-02-04,1.39
2018-02-04,1.83
2018-02-04,1.32
2018-02-04,1.18
2018-02-04,0.8
2018-02-04,1.56
2018-02-04,0.99
2018-02-04,1.89
2018-02-04,0.88
2018-02-04,1.62
2018-02-04,0.76
2018-02-04,1.69
2018-02-04,0.73
2018-02-04,1.47
2018-02-04,0.67
2018-02-04,1.37
2018-02-04,0.87
2018-02-04,1.51
2018-02-04,0.67
2018-02-04,1.32
2018-02-04,0.88
2018-02-04,1.21
2018-02-04,0.81
2018-02-04,1.45
2018-02-04,1.16
2018-02-04,1.5
2018-02-04,1.38
2018-02-04,1.94
2018-02-04,0.56
2018-02-04,1.43
2018-02-04,0.79
2018-02-04,1.36
2018-02-04,0.96
2018-02-04,1.62
2018-02-04,0.88
2018-02-04,1.79
2018-02-04,0.73
2018-02-04,1.6
2018-02-04,0.84
2018-02-04,1.48
2018-02-04,0.98
2018-02-04,1.5
2018-02-04,0.96
2018-02-04,1.69
2018-02-04,0.8
2018-02-04,1.58
2018-02-04,0.76
2018-02-04,1.35
2018-02-04,1.28
2018-02-04,1.83
2018-02-04,1.22
2018-02-04,1.66
2018-02-04,1.06
2018-02-04,1.57
2018-02-04,0.99
2018-02-04,1.36
2018-02-04,1.12
2018-02-04,1.63
2018-02-04,0.59
2018-02-04,1.62
2018-02-04,0.98
2018-02-04,1.4
2018-02-04,0.91
2018-02-04,1.55
2018-02-04,0.88
2018-02-04,1.46
2018-02-04,0.97
2018-02-04,2.25
2018-02-04,0.86
2018-02-04,1.41
2018-02-04,0.82
2018-02-04,1.53
2018-02-04,0.86
2018-02-04,1.5
2018-02-04,0.88
2018-02-04,1.81
2018-02-04,0.84
2018-02-04,1.34
2018-02-04,1.04
2018-02-04,1.14
2018-02-04,0.96
2018-02-04,1.42
2018-02-04,0.65
2018-02-04,1.41
2018-02-04,0.95
2018-02-04,1.44
2018-02-04,0.98
2018-02-04,1.7
2018-02-04,0.9
2018-02-04,1.69
2018-02-04,1.15
2018-02-04,1.22
2018-02-04,0.98
2018-02-04,1.32
2018-02-04,0.87
2018-02-04,1.53
2018-02-04,0.83
2018-02-04,1.41
2018-02-04,0.76
2018-02-04,1.63
2018-02-11,1.45
2018-02-11,1.43
2018-02-11,0.87
2018-02-11,1.55
2018-02-11,1.41
2018-02-11,1.53
2018-02-11,1.14
2018-02-11,1.8
2018-02-11,1.3
2018-02-11,1.85
2018-02-11,1.27
2018-02-11,1.21
2018-02-11,0.98
2018-02-11,1.85
2018-02-11,1.18
2018-02-11,1.92
2018-02-11,1.39
2018-02-11,1.65
2018-02-11,0.8
2018-02-11,1.59
2018-02-11,0.82
2018-02-11,1.42
2018-02-11,0.72
2018-02-11,1.34
2018-02-11,0.91
2018-02-11,1.55
2018-02-11,0.92
2018-02-11,1.36
2018-02-11,1.4
2018-02-11,1.25
2018-02-11,1.05
2018-02-11,1.44
2018-02-11,1.09
2018-02-11,1.53
2018-02-11,1.48
2018-02-11,2.1
2018-02-11,0.58
2018-02-11,1.4
2018-02-11,0.81
2018-02-11,1.34
2018-02-11,0.99
2018-02-11,1.83
2018-02-11,0.9
2018-02-11,1.7
2018-02-11,0.85
2018-02-11,1.74
2018-02-11,0.87
2018-02-11,1.56
2018-02-11,1.0
2018-02-11,1.4
2018-02-11,1.1
2018-02-11,1.6
2018-02-11,0.8
2018-02-11,1.36
2018-02-11,0.97
2018-02-11,1.36
2018-02-11,1.27
2018-02-11,1.92
2018-02-11,1.24
2018-02-11,1.69
2018-02-11,1.11
2018-02-11,1.39
2018-02-11,1.0
2018-02-11,1.48
2018-02-11,1.02
2018-02-11,1.68
2018-02-11,0.64
2018-02-11,1.43
2018-02-11,1.22
2018-02-11,1.34
2018-02-11,1.06
2018-02-11,1.55
2018-02-11,1.25
2018-02-11,1.56
2018-02-11,1.1
2018-02-11,2.04
2018-02-11,1.01
2018-02-11,1.36
2018-02-11,0.85
2018-02-11,1.44
2018-02-11,1.07
2018-02-11,1.87
2018-02-11,0.93
2018-02-11,1.88
2018-02-11,1.32
2018-02-11,2.22
2018-02-11,1.4
2018-02-11,1.22
2018-02-11,1.05
2018-02-11,1.47
2018-02-11,0.7
2018-02-11,1.4
2018-02-11,0.97
2018-02-11,1.46
2018-02-11,1.16
2018-02-11,1.66
2018-02-11,1.15
2018-02-11,1.75
2018-02-11,1.3
2018-02-11,1.23
2018-02-11,1.0
2018-02-11,1.34
2018-02-11,0.97
2018-02-11,1.56
2018-02-11,0.93
2018-02-11,1.47
2018-02-11,0.75
2018-02-11,1.57
2018-02-18,1.43
2018-02-18,1.43
2018-02-18,1.04
2018-02-18,1.56
2018-02-18,1.42
2018-02-18,1.52
2018-02-18,1.25
2018-02-18,1.82
2018-02-18,1.51
2018-02-18,1.83
2018-02-18,1.28
2018-02-18,1.23
2018-02-18,1.1
2018-02-18,1.97
2018-02-18,1.36
2018-02-18,1.83
2018-02-18,1.53
2018-02-18,1.66
2018-02-18,0.83
2018-02-18,1.64
2018-02-18,1.02
2018-02-18,1.44
2018-02-18,0.77
2018-02-18,1.36
2018-02-18,1.16
2018-02-18,1.35
2018-02-18,1.11
2018-02-18,1.34
2018-02-18,1.52
2018-02-18,1.29
2018-02-18,1.2
2018-02-18,1.45
2018-02-18,1.25
2018-02-18,1.43
2018-02-18,1.42
2018-02-18,1.48
2018-02-18,0.68
2018-02-18,1.41
2018-02-18,0.91
2018-02-18,1.34
2018-02-18,1.31
2018-02-18,1.89
2018-02-18,1.13
2018-02-18,1.64
2018-02-18,1.08
2018-02-18,1.88
2018-02-18,1.06
2018-02-18,1.59
2018-02-18,1.34
2018-02-18,1.52
2018-02-18,1.25
2018-02-18,1.62
2018-02-18,1.05
2018-02-18,1.38
2018-02-18,1.02
2018-02-18,1.39
2018-02-18,1.24
2018-02-18,1.36
2018-02-18,1.31
2018-02-18,1.39
2018-02-18,1.35
2018-02-18,1.58
2018-02-18,1.31
2018-02-18,1.57
2018-02-18,1.24
2018-02-18,1.37
2018-02-18,0.59
2018-02-18,1.51
2018-02-18,1.21
2018-02-18,1.36
2018-02-18,1.2
2018-02-18,1.63
2018-02-18,1.06
2018-02-18,1.8
2018-02-18,1.29
2018-02-18,1.99
2018-02-18,1.18
2018-02-18,1.45
2018-02-18,1.06
2018-02-18,1.49
2018-02-18,1.19
2018-02-18,1.88
2018-02-18,1.23
2018-02-18,2.05
2018-02-18,1.06
2018-02-18,2.25
2018-02-18,1.46
2018-02-18,1.86
2018-02-18,1.2
2018-02-18,1.43
2018-02-18,0.78
2018-02-18,1.42
2018-02-18,1.23
2018-02-18,1.5
2018-02-18,1.28
2018-02-18,1.64
2018-02-18,1.22
2018-02-18,1.76
2018-02-18,1.3
2018-02-18,1.3
2018-02-18,1.33
2018-02-18,1.5
2018-02-18,1.08
2018-02-18,1.52
2018-02-18,0.98
2018-02-18,1.64
2018-02-18,0.89
2018-02-18,1.56
2018-02-25,1.28
2018-02-25,1.56
2018-02-25,1.06
2018-02-25,1.55
2018-02-25,1.37
2018-02-25,1.47
2018-02-25,1.09
2018-02-25,1.82
2018-02-25,1.41
2018-02-25,1.79
2018-02-25,1.23
2018-02-25,1.27
2018-02-25,1.03
2018-02-25,1.82
2018-02-25,1.34
2018-02-25,1.91
2018-02-25,1.51
2018-02-25,1.68
2018-02-25,1.03
2018-02-25,1.78
2018-02-25,1.03
2018-02-25,1.57
2018-02-25,0.74
2018-02-25,1.34
2018-02-25,0.99
2018-02-25,1.39
2018-02-25,1.08
2018-02-25,1.45
2018-02-25,1.27
2018-02-25,1.34
2018-02-25,1.19
2018-02-25,1.49
2018-02-25,1.24
2018-02-25,1.42
2018-02-25,1.45
2018-02-25,2.05
2018-02-25,0.67
2018-02-25,1.41
2018-02-25,1.06
2018-02-25,1.45
2018-02-25,1.27
2018-02-25,1.73
2018-02-25,1.05
2018-02-25,1.66
2018-02-25,1.0
2018-02-25,1.74
2018-02-25,1.13
2018-02-25,1.59
2018-02-25,1.36
2018-02-25,1.6
2018-02-25,1.24
2018-02-25,1.61
2018-02-25,1.08
2018-02-25,1.48
2018-02-25,0.98
2018-02-25,1.35
2018-02-25,1.3
2018-02-25,1.72
2018-02-25,1.3
2018-02-25,1.63
2018-02-25,1.38
2018-02-25,1.5
2018-02-25,1.3
2018-02-25,1.41
2018-02-25,1.26
2018-02-25,1.56
2018-02-25,0.72
2018-02-25,1.6
2018-02-25,0.98
2018-02-25,1.38
2018-02-25,1.13
2018-02-25,1.57
2018-02-25,1.01
2018-02-25,1.59
2018-02-25,1.28
2018-02-25,1.97
2018-02-25,1.13
2018-02-25,1.42
2018-02-25,1.06
2018-02-25,1.56
2018-02-25,0.99
2018-02-25,1.78
2018-02-25,1.07
2018-02-25,1.83
2018-02-25,1.17
2018-02-25,2.11
2018-02-25,1.22
2018-02-25,1.36
2018-02-25,1.25
2018-02-25,1.41
2018-02-25,0.76
2018-02-25,1.41
2018-02-25,1.23
2018-02-25,1.46
2018-02-25,1.16
2018-02-25,1.64
2018-02-25,1.29
2018-02-25,1.69
2018-02-25,1.24
2018-02-25,1.3
2018-02-25,1.3
2018-02-25,1.37
2018-02-25,1.06
2018-02-25,1.57
2018-02-25,0.97
2018-02-25,1.49
2018-02-25,0.88
2018-02-25,1.57
2018-03-04,1.08
2018-03-04,1.48
2018-03-04,1.08
2018-03-04,1.66
2018-03-04,1.25
2018-03-04,1.43
2018-03-04,1.22
2018-03-04,1.79
2018-03-04,1.19
2018-03-04,1.92
2018-03-04,1.19
2018-03-04,1.38
2018-03-04,1.13
2018-03-04,1.57
2018-03-04,1.32
2018-03-04,1.88
2018-03-04,1.53
2018-03-04,1.62
2018-03-04,1.02
2018-03-04,1.68
2018-03-04,1.04
2018-03-04,1.48
2018-03-04,0.77
2018-03-04,1.38
2018-03-04,1.01
2018-03-04,1.55
2018-03-04,1.18
2018-03-04,1.16
2018-03-04,1.74
2018-03-04,1.01
2018-03-04,1.27
2018-03-04,1.33
2018-03-04,1.21
2018-03-04,1.43
2018-03-04,1.17
2018-03-04,1.9
2018-03-04,0.71
2018-03-04,1.37
2018-03-04,1.09
2018-03-04,1.23
2018-03-04,1.12
2018-03-04,1.92
2018-03-04,1.05
2018-03-04,1.66
2018-03-04,1.1
2018-03-04,1.4
2018-03-04,1.15
2018-03-04,1.43
2018-03-04,1.14
2018-03-04,1.56
2018-03-04,1.2
2018-03-04,1.61
2018-03-04,1.03
2018-03-04,1.5
2018-03-04,1.03
2018-03-04,1.39
2018-03-04,1.23
2018-03-04,1.69
2018-03-04,1.22
2018-03-04,1.65
2018-03-04,1.35
2018-03-04,1.54
2018-03-04,1.13
2018-03-04,1.58
2018-03-04,1.36
2018-03-04,1.51
2018-03-04,0.61
2018-03-04,1.69
2018-03-04,1.23
2018-03-04,1.41
2018-03-04,1.15
2018-03-04,1.55
2018-03-04,1.16
2018-03-04,1.57
2018-03-04,1.28
2018-03-04,1.98
2018-03-04,1.14
2018-03-04,1.43
2018-03-04,1.07
2018-03-04,1.78
2018-03-04,1.18
2018-03-04,1.83
2018-03-04,1.24
2018-03-04,1.65
2018-03-04,1.16
2018-03-04,2.07
2018-03-04,1.43
2018-03-04,1.27
2018-03-04,1.16
2018-03-04,1.44
2018-03-04,0.79
2018-03-04,1.41
2018-03-04,1.12
2018-03-04,1.55
2018-03-04,1.19
2018-03-04,1.6
2018-03-04,1.32
2018-03-04,1.76
2018-03-04,1.1
2018-03-04,1.42
2018-03-04,1.14
2018-03-04,1.51
2018-03-04,1.07
2018-03-04,1.52
2018-03-04,0.96
2018-03-04,1.46
2018-03-04,0.88
2018-03-04,1.54
2018-03-11,1.12
2018-03-11,1.68
2018-03-11,0.96
2018-03-11,1.43
2018-03-11,1.36
2018-03-11,1.44
2018-03-11,1.26
2018-03-11,1.8
2018-03-11,1.34
2018-03-11,1.85
2018-03-11,1.16
2018-03-11,1.24
2018-03-11,1.11
